"Relative Intensity (%) Run #1";"Output Voltage Ch H (V) Run #1";"Output Current Ch H (A) Run #1";"Angle (rad) Run #1";"Relative Intensity (%) Run #2";"Output Voltage Ch H (V) Run #2";"Output Current Ch H (A) Run #2";"Angle (rad) Run #2";"Relative Intensity (%) Run #3";"Output Voltage Ch H (V) Run #3";"Output Current Ch H (A) Run #3";"Angle (rad) Run #3";"Relative Intensity (%) Run #4";"Output Voltage Ch H (V) Run #4";"Output Current Ch H (A) Run #4";"Angle (rad) Run #4";"Relative Intensity (%) Run #5";"Output Voltage Ch H (V) Run #5";"Output Current Ch H (A) Run #5";"Angle (rad) Run #5";"Relative Intensity (%) Run #6";"Output Voltage Ch H (V) Run #6";"Output Current Ch H (A) Run #6";"Angle (rad) Run #6";"Relative Intensity (%) Run #7";"Output Voltage Ch H (V) Run #7";"Output Current Ch H (A) Run #7";"Angle (rad) Run #7";"Relative Intensity (%) Run #8";"Output Voltage Ch H (V) Run #8";"Output Current Ch H (A) Run #8";"Angle (rad) Run #8";"Relative Intensity (%) Run #9";"Output Voltage Ch H (V) Run #9";"Output Current Ch H (A) Run #9";"Angle (rad) Run #9";"Relative Intensity (%) Run #10";"Output Voltage Ch H (V) Run #10";"Output Current Ch H (A) Run #10";"Angle (rad) Run #10"
-0,22;3,52;0,49;64,350;-0,76;4,02;0,52;62,849;-0,16;4,52;0,55;61,942;0,42;5,02;0,58;64,856;;;;;;;;;-0,48;6,52;0,65;51,784;;;;;-0,44;7,52;0,69;80,442;-0,19;8,02;0,71;68,138
-0,05;3,52;0,49;64,350;-0,69;4,02;0,52;63,111;-0,15;4,52;0,55;62,081;0,71;5,02;0,58;64,856;;;;;;;;;-0,36;6,52;0,65;52,133;;;;;-0,46;7,52;0,69;80,442;-0,23;8,02;0,71;68,138
0,09;3,52;0,49;64,350;-0,71;4,02;0,52;63,390;-0,12;4,52;0,55;62,186;0,70;5,02;0,58;64,856;;;;;;;;;-0,37;6,52;0,65;52,482;;;;;-0,43;7,52;0,69;80,442;-0,22;8,02;0,71;68,138
0,00;3,52;0,49;64,350;-0,66;4,02;0,52;63,582;-0,24;4,52;0,55;62,273;0,64;5,02;0,58;64,856;;;;;;;;;-0,38;6,52;0,65;52,831;;;;;-0,43;7,52;0,69;80,442;-0,22;8,02;0,71;68,138
0,02;3,52;0,49;64,350;-0,71;4,02;0,52;63,739;-0,20;4,52;0,55;62,361;0,72;5,02;0,58;64,856;;;;;;;;;-0,31;6,52;0,65;53,233;;;;;-0,43;7,52;0,69;80,442;-0,34;8,02;0,71;68,138
-0,04;3,52;0,49;64,333;-0,74;4,02;0,52;63,914;-0,09;4,52;0,55;62,448;0,68;5,02;0,58;64,856;;;;;;;;;-0,25;6,52;0,65;53,599;;;;;-0,41;7,52;0,69;80,442;-0,39;8,02;0,71;68,138
-0,07;3,52;0,49;64,333;-0,75;4,02;0,52;64,036;-0,17;4,52;0,55;62,535;0,62;5,02;0,58;64,856;;;;;;;;;-0,33;6,52;0,65;54,000;;;;;-0,38;7,52;0,69;80,442;-0,14;8,02;0,71;68,138
-0,01;3,52;0,49;64,333;-0,69;4,02;0,52;64,054;-0,06;4,52;0,55;62,622;0,62;5,02;0,58;64,856;;;;;;;;;-0,27;6,52;0,65;54,402;;;;;-0,39;7,52;0,69;80,442;-0,13;8,02;0,71;68,138
-0,10;3,52;0,49;64,333;-0,78;4,02;0,52;64,054;-0,06;4,52;0,55;62,692;0,69;5,02;0,58;64,856;;;;;;;;;-0,32;6,52;0,65;54,856;;;;;-0,47;7,52;0,69;80,442;-0,20;8,02;0,71;68,138
-0,09;3,52;0,49;64,333;-0,78;4,02;0,52;64,054;-0,01;4,52;0,55;62,814;0,55;5,02;0,58;64,856;;;;;;;;;-0,30;6,52;0,65;55,292;;;;;-0,43;7,52;0,69;80,442;-0,27;;;
-0,03;3,52;0,49;64,333;-0,84;4,02;0,52;64,054;-0,03;4,52;0,55;62,902;;;;;;;;;;;;;-0,38;6,52;0,65;55,746;;;;;-0,43;7,52;0,69;80,442;;;;
-0,09;3,52;0,49;64,333;-0,79;4,02;0,52;64,054;0,02;4,52;0,55;62,954;;;;;;;;;;;;;-0,37;6,52;0,65;56,235;;;;;-0,41;7,52;0,69;80,442;;;;
0,02;3,52;0,49;64,333;-0,66;4,02;0,52;64,054;-0,11;4,52;0,55;63,006;;;;;;;;;;;;;-0,25;6,52;0,65;56,688;;;;;-0,49;7,52;0,69;80,442;;;;
0,04;3,52;0,49;64,333;-0,79;4,02;0,52;64,054;-0,01;4,52;0,55;63,076;;;;;;;;;;;;;-0,30;6,52;0,65;57,090;;;;;-0,45;7,52;0,69;80,442;;;;
0,05;3,52;0,49;64,333;-0,72;4,02;0,52;64,054;-0,06;4,52;0,55;63,146;;;;;;;;;;;;;-0,33;6,52;0,65;57,491;;;;;-0,53;7,52;0,69;80,442;;;;
0,00;3,52;0,49;64,333;-0,68;4,02;0,52;64,054;-0,02;4,52;0,55;63,233;;;;;;;;;;;;;-0,30;6,52;0,65;57,823;;;;;-0,49;7,52;0,69;80,442;;;;
-0,02;3,52;0,49;64,333;-0,60;4,02;0,52;64,054;0,03;4,52;0,55;63,321;;;;;;;;;;;;;-0,35;6,52;0,65;58,119;;;;;-0,49;7,52;0,69;80,442;;;;
0,05;3,52;0,49;64,333;-0,71;4,02;0,52;64,054;-0,01;4,52;0,55;63,425;;;;;;;;;;;;;-0,31;6,52;0,65;58,451;;;;;-0,55;7,52;0,69;80,425;;;;
-0,02;3,52;0,49;64,333;-0,87;4,02;0,52;64,054;-0,11;4,52;0,55;63,530;;;;;;;;;;;;;-0,33;6,52;0,65;58,800;;;;;-0,47;7,52;0,69;80,425;;;;
0,16;3,52;0,49;64,333;-0,80;4,02;0,52;64,054;-0,09;4,52;0,55;63,617;;;;;;;;;;;;;-0,41;6,52;0,65;59,202;;;;;-0,60;7,52;0,69;80,425;;;;
0,16;3,52;0,49;64,333;-0,85;4,02;0,52;64,054;-0,06;4,52;0,55;63,705;;;;;;;;;;;;;-0,44;6,52;0,65;59,620;;;;;-0,56;7,52;0,69;80,425;;;;
0,06;3,52;0,49;64,333;-0,84;4,02;0,52;64,054;-0,02;4,52;0,55;63,792;;;;;;;;;;;;;-0,37;6,52;0,65;60,022;;;;;-0,49;7,52;0,69;80,425;;;;
0,18;3,52;0,49;64,333;-0,74;4,02;0,52;64,054;-0,01;4,52;0,55;63,844;;;;;;;;;;;;;-0,16;6,52;0,65;60,441;;;;;-0,48;7,52;0,69;80,425;;;;
0,03;3,52;0,49;64,333;-0,81;4,02;0,52;64,054;-0,05;4,52;0,55;63,914;;;;;;;;;;;;;1,18;6,52;0,65;60,842;;;;;-0,65;7,52;0,69;80,425;;;;
-0,05;3,52;0,49;64,333;-0,82;4,02;0,52;64,054;-0,06;4,52;0,55;64,001;;;;;;;;;;;;;1,12;6,52;0,65;61,191;;;;;-0,67;7,52;0,69;80,425;;;;
-0,02;3,52;0,49;64,333;-0,69;4,02;0,52;64,054;-0,08;4,52;0,55;64,141;;;;;;;;;;;;;0,47;6,52;0,65;61,453;;;;;-0,58;7,52;0,69;80,425;;;;
-0,01;3,52;0,49;64,333;-0,72;4,02;0,52;64,054;-0,01;4,52;0,55;64,298;;;;;;;;;;;;;0,25;6,52;0,65;61,767;;;;;-0,57;7,52;0,69;80,425;;;;
-0,02;3,52;0,49;64,333;-0,71;4,02;0,52;64,054;-0,08;4,52;0,55;64,472;;;;;;;;;;;;;-0,04;6,52;0,65;62,064;;;;;-0,61;7,52;0,69;80,425;;;;
-0,01;3,52;0,49;64,333;-0,71;4,02;0,52;64,054;-0,04;4,52;0,55;64,664;;;;;;;;;;;;;-0,09;6,52;0,65;62,291;;;;;-0,57;7,52;0,69;80,425;;;;
-1,53E-5;3,52;0,49;64,333;-0,82;4,02;0,52;64,054;-0,07;4,52;0,55;64,926;;;;;;;;;;;;;-0,10;6,52;0,65;62,553;;;;;-0,67;7,52;0,69;80,425;;;;
-0,07;3,52;0,49;64,333;-0,77;4,02;0,52;64,054;-0,13;4,52;0,55;65,153;;;;;;;;;;;;;-0,21;6,52;0,65;62,867;;;;;-0,68;7,52;0,69;80,425;;;;
-0,10;3,52;0,49;64,333;-0,75;4,02;0,52;64,054;0,02;4,52;0,55;65,415;;;;;;;;;;;;;-0,26;6,52;0,65;63,181;;;;;-0,67;7,52;0,69;80,425;;;;
0,06;;;;-0,72;4,02;0,52;64,054;0,00;4,52;0,55;65,659;;;;;;;;;;;;;-0,30;6,52;0,65;63,478;;;;;-0,66;7,52;0,69;80,425;;;;
;;;;-0,76;4,02;0,52;64,054;-0,10;4,52;0,55;65,886;;;;;;;;;;;;;-0,27;6,52;0,65;63,774;;;;;-0,74;7,52;0,69;80,425;;;;
;;;;-0,71;4,02;0,52;64,054;-0,06;4,52;0,55;66,148;;;;;;;;;;;;;-0,17;6,52;0,65;64,106;;;;;-0,74;7,52;0,69;80,425;;;;
;;;;;;;;0,02;4,52;0,55;66,375;;;;;;;;;;;;;-0,30;6,52;0,65;64,420;;;;;-0,72;7,52;0,69;80,425;;;;
;;;;;;;;-0,02;4,52;0,55;66,584;;;;;;;;;;;;;-0,32;6,52;0,65;64,752;;;;;-0,71;;;;;;;
;;;;;;;;0,03;4,52;0,55;66,811;;;;;;;;;;;;;-0,38;6,52;0,65;65,136;;;;;;;;;;;;
;;;;;;;;-0,02;4,52;0,55;67,003;;;;;;;;;;;;;-0,25;6,52;0,65;65,555;;;;;;;;;;;;
;;;;;;;;-0,07;4,52;0,55;67,195;;;;;;;;;;;;;-0,28;6,52;0,65;65,939;;;;;;;;;;;;
;;;;;;;;-0,01;4,52;0,55;67,370;;;;;;;;;;;;;-0,35;6,52;0,65;66,305;;;;;;;;;;;;
;;;;;;;;-0,09;4,52;0,55;67,527;;;;;;;;;;;;;-0,35;6,52;0,65;66,567;;;;;;;;;;;;
;;;;;;;;-0,04;4,52;0,55;67,719;;;;;;;;;;;;;-0,47;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,02;4,52;0,55;67,893;;;;;;;;;;;;;-0,49;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,02;4,52;0,55;68,103;;;;;;;;;;;;;-0,55;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;-0,01;4,52;0,55;68,347;;;;;;;;;;;;;-0,40;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;-0,01;4,52;0,55;68,609;;;;;;;;;;;;;-0,33;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,02;4,52;0,55;68,906;;;;;;;;;;;;;-0,28;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;-0,01;4,52;0,55;69,132;;;;;;;;;;;;;-0,31;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;-0,04;4,52;0,55;69,290;;;;;;;;;;;;;-0,30;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,30;4,52;0,55;69,307;;;;;;;;;;;;;-0,30;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,31;4,52;0,55;69,307;;;;;;;;;;;;;-0,28;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,29;4,52;0,55;69,307;;;;;;;;;;;;;-0,34;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,18;4,52;0,55;69,307;;;;;;;;;;;;;-0,44;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,20;4,52;0,55;69,307;;;;;;;;;;;;;-0,46;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,26;4,52;0,55;69,307;;;;;;;;;;;;;-0,32;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,31;4,52;0,55;69,307;;;;;;;;;;;;;-0,38;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,30;4,52;0,55;69,307;;;;;;;;;;;;;-0,51;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,37;4,52;0,55;69,307;;;;;;;;;;;;;-0,53;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,37;4,52;0,55;69,307;;;;;;;;;;;;;-0,49;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,35;4,52;0,55;69,307;;;;;;;;;;;;;-0,45;6,52;0,65;66,654;;;;;;;;;;;;
;;;;;;;;0,36;4,52;0,55;69,307;;;;;;;;;;;;;-0,38;6,52;0,64;66,654;;;;;;;;;;;;
;;;;;;;;0,33;4,52;0,55;69,307;;;;;;;;;;;;;-0,33;6,52;0,64;66,654;;;;;;;;;;;;
;;;;;;;;0,24;4,52;0,55;69,307;;;;;;;;;;;;;-0,42;6,52;0,64;66,654;;;;;;;;;;;;
;;;;;;;;0,28;4,52;0,55;69,307;;;;;;;;;;;;;-0,50;6,52;0,64;66,654;;;;;;;;;;;;
;;;;;;;;0,30;4,52;0,55;69,307;;;;;;;;;;;;;-0,54;6,52;0,64;66,654;;;;;;;;;;;;
;;;;;;;;0,32;4,52;0,55;69,307;;;;;;;;;;;;;-0,49;6,52;0,64;66,654;;;;;;;;;;;;
;;;;;;;;0,28;4,52;0,55;69,307;;;;;;;;;;;;;-0,50;6,52;0,64;66,654;;;;;;;;;;;;
;;;;;;;;0,30;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,35;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,29;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,27;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,26;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,25;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,22;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,08;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,08;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,04;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,12;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,21;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,16;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,11;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,12;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,05;4,52;0,55;69,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,10;4,52;0,55;69,290;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,04;4,52;0,55;69,290;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;-0,07;4,52;0,55;69,290;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,12;4,52;0,55;69,290;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,12;4,52;0,55;69,290;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
